,,,,,,,Flood Characteristics,,,,Impact Category,,,Area,,,,,,,,,,
1802,M1629,2009,November,19,Lake District,Severe,Heavy & persistent Rainfall,T,1,MET,,1,,1,,,,,1,,,,,
1803,M1630,2009,November,29,Yorkshire,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1804,M1631,2009,November,1,Fife & Aberdeen (Scotland),,Persistent Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1805,M1632,2009,November,19,Dumfriesshire & Borders (Scotland),Widespread,Heavy & prolonged Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1806,M1633,2009,December,0,,,,,,MET,,,,,,,,,,,,,,
1807,M1634,2010,January,15,Western England,Localised flooding,Rainfall,T,1,MET,1,,,1,,,1,,1,,,,1,
1808,M1635,2010,February,0,,,,,,MET,,,,,,,,,,,,,,
1809,M1636,2010,March,31,Northern Wales,Coastal flooding,High spring Tides & gales,C,1,MET,1,,,,,1,,,,,,,,
1810,M1637,2010,April,0,,,,,,MET,,,,,,,,,,,,,,
1811,M1638,2010,May,0,,,,,,MET,,,,,,,,,,,,,,
1812,M1639,2010,June,0,,,,,,MET,,,,,,,,,,,,,,
1813,M1640,2010,July,20,Merseyside,,Torrential Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1814,M1641,2010,July,21,Armagh (NI),City centre flooded,Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1815,M1642,2010,August,4,Sussex,Localised flooding,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1816,M1643,2010,September,0,,,,,,MET,,,,,,,,,,,,,,
1817,M1644,2010,October,0,,,,,,MET,,,,,,,,,,,,,,
1818,M1645,2010,November,17,Southern Cornwall,Severe in parts,Very Heavy Rainfall,T,1,MET,,1,,1,,,,,,,,,1,
1819,M1646,2010,December,0,,,,,,MET,,,,,,,,,,,,,,
1820,M1647,2011,January,0,,,,,,MET,,,,,,,,,,,,,,
1821,M1648,2011,February,0,,,,,,MET,,,,,,,,,,,,,,
1822,M1649,2011,March,0,,,,,,MET,,,,,,,,,,,,,,
1823,M1650,2011,April,0,,,,,,MET,,,,,,,,,,,,,,
1824,M1651,2011,May,0,,,,,,MET,,,,,,,,,,,,,,
1825,M1652,2011,June,7,County Antrim (NI),Some Localised flooding,Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1826,M1653,2011,July,8,Edinburgh (Scotland),Flash flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1827,M1654,2011,July,16,Perth (Scotland),,Thundery Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1828,M1655,2011,August,0,,,,,,MET,,,,,,,,,,,,,,
1829,M1656,2011,September,0,,,,,,MET,,,,,,,,,,,,,,
1830,M1657,2011,October,0,,,,,,MET,,,,,,,,,,,,,,
1831,M1658,2011,November,0,,,,,,MET,,,,,,,,,,,,,,
1832,M1659,2011,December,0,,,,,,MET,,,,,,,,,,,,,,
1833,M1660,2012,January,0,,,,,,MET,,,,,,,,,,,,,,
1834,M1661,2012,February,0,,,,,,MET,,,,,,,,,,,,,,
1835,M1662,2012,March,0,,,,,,MET,,,,,,,,,,,,,,
1836,M1663,2012,April,25,Southern Britain,Localised flooding,Heavy Rainfall & strong winds,T,1,MET,1,,,1,,,,,,,,1,1,
1837,M1664,2012,April,27,York,Some homes & businesses flooded,Heavy Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1838,M1665,2012,April,29,England & Wales,Localised flooding,Prolonged Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1839,M1666,2012,May,2,England,Localised flooding affected road & rail routes,Rainfall,T,1,MET,1,,,1,1,,1,1,1,,,1,1,
1840,M1667,2012,June,8,Aberystwyth (Wales),Significant with >1000 evacuated & 150 rescued & roads closed,Persistent Heavy Rainfall,T,1,MET,,,1,,,1,,,,,,,,
1841,M1668,2012,June,11,South-Eastern & Central Southern England & Yorkshire,Localised flooding with hundreds of Sussex homes flooded,Prolonged Heavy Rainfall,T,1,MET,,,1,1,,,,1,,,,1,1,
1842,M1669,2012,June,22,Lancashire & Cumbria & Western Yorkshire,Significant with 500 properties affected,Persistent & often Heavy Rainfall,T,1,MET,,,1,1,,,,1,1,,,,,
1843,M1670,2012,June,27,Belfast & County Antrim (NI),>700 call outs & 1000 homes without power,Torrential Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1844,M1671,2012,June,28,Midlands & North-Eastern England & NI & Southern Scotland,Widespread & Serious with 23000 homes without power & 1 fatality in Shropshire (Loss of life),Thunderstorms & Torrential Rainfall,T,1,MET,,,1,1,,,1,1,,1,1,,,
1845,M1672,2012,July,5,County Down (NI),Localised flooding affecting roads & property,Torrential Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1846,M1673,2012,July,6,Central & Northern England & Wales,Localised flooding,Prolonged Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,,,
1847,M1674,2012,July,7,Edinburgh & the Lothians & the Borders (Scotland),Road & rail services affected,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1848,M1675,2012,July,7,Southern & Eastern Devon & Dorset,Roads & dozens of properties flooded,Prolonged Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1849,M1676,2012,July,9,Western Yorkshire,Flash flooding with roads & properties affected in some cases for the 3rd time in 2 weeks,Heavy Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1850,M1677,2012,July,18,Fife & Perthshire (Scotland),Localised flooding,Prolonged Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1851,M1678,2012,August,5,Pembrokeshire (Wales) & Cheshire & Devon & Tyneside & Borders (Scotland),Localised flooding of properties & travel distruption,Thundery Rainfall,T,1,MET,1,,,1,,1,,1,1,,1,,1,
1852,M1679,2012,August,16,Wales & South-Western England,Localised flooding,Rainfall,T,1,MET,1,,,1,,1,,,,,,,1,
1853,M1680,2012,August,22,North-Western Scotland,Localised flooding,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1854,M1681,2012,August,23,Lancashire,Localised flooding,Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1855,M1682,2012,August,29,Cumbria,Localised flooding of properties,Prolonged Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1856,M1683,2012,September,23,South-Western England,Localised flooding of roads & railway,Prolonged Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1857,M1684,2012,September,25,North-Eastern England,Roads & properties affected,Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1858,M1685,2012,October,11,Clovelly (Devon) & Western Wales,Flash flooding (Devon),Intense downpours,T,1,MET,1,,,1,,1,,,,,,,1,
1859,M1686,2012,October,12,Aberdeenshire & Angus & Fife (Scotland),Flooding of roads,Prolonged heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1860,M1687,2012,October,18,Devon & Cornwall,Coastal flooding with properties flooded in Lynmouth & Mevagissey & Looe & Kingsbridge,Strong winds & unusually high tides,C,1,MET,1,,,1,,,,,,,,,1,
1861,M1688,2012,November,4,Southern England,Localised Flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1862,M1689,2012,November,19,Perthshire (Scotland),,River flow (Heavy Rainfall),T,1,MET,1,,,,,,,,,,1,,,
1863,M1690,2012,November,20,Devon & North-Eastern England & West Midlands & Wales & Cumbria,Widespread with well over 1000 properties flooded and several fatalities,Heavy Rainfall,T,1,MET,,,1,1,,1,1,1,1,,,,1,
1864,M1691,2012,December,14,South-Western England & Scotland,Coastal flooding,Rainfall & High tides & Wind,T/C,1,MET,1,,,1,,,,,,,1,,1,
1865,M1692,2012,December,20,Scotland & Cornwall & Somerset & North Devon & South Wales,,Rainfall,T,1,MET,1,,,1,,1,,,,,1,,1,
1866,M1693,2012,December,22,England,Localised flooding,Rainfall,T,1,MET,1,,,1,1,,1,1,1,,,1,1,
1867,M1694,2013,January,29,Many parts of country [unspecified],Some localised Flooding,Snowmelt & Rainfall,T,1,MET,1,,,1,1,1,1,1,1,1,1,1,1,0
1868,M1695,2013,February,0,0,0,0,0,0,MET,,,,0,,,,,,,,,,0
1869,M1696,2013,March,21,"Devon and Cornwall esp. Newlyn, Penzance, Mevagissey, St Ives and Plymstock",Some flooding problems: roads affected by surface water flooding and a number of properties flooded. One person died in Looe as property collapsed in a landslip,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,0
1870,M1697,2013,April,0,0,0,0,0,0,MET,,,,0,,,,,,,,,0,0
1871,M1698,2013,May,14,Wales,Some reports of localised flooding,Heavy Rainfall,T,1,MET,1,,,0,,1,,,,,,,,0
1872,M1699,2013,June,7,West Cornwall,Localised flash flooding,Storms,T,1,MET,1,,,1,,,,,,,,,1,0
1873,M1700,2013,July,23,Nottinghamshire,Local flooding,Thunderstorms,T,1,MET,1,,,1,,,1,,,,,,,0
1874,M1701,2013,July,25,Glasgow,Flash floods,Rainfall,T,1,MET,1,,,0,,,,,,,1,,,0
1875,M1702,2013,July,27,Carlisle (Cumbria),Some flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,,,,0
1876,M1703,2013,July,30,West Yorkshire,0,Rainfall,T,1,MET,1,,,1,,,,1,,,,,,0
1877,M1704,2013,August,0,Cornwall,Some roads impassable and damaged treatment rooms in Newquay Community Hospital,Torrential Downpours,T,1,MET,1,,,1,,,,,,,,,1,0
1878,M1705,2013,August,24,South Essex,Flash flooding causing rainwater and sewage inundating hundreds of properties and causing significant distruption in the region,Torrential Downpours,T,1,MET,,,1,1,,,,,,,,1,,0
1879,M1706,2013,September,0,0,0,0,0,0,MET,,,,0,,,,,,,,,,0
1880,M1707,2013,October,2,"South Wales, Cornwall and Northern Ireland",Localised flooding and other impacts,Rainfall,T,1,MET,1,,,0,,,,,,,,,,0
1881,M1708,2013,October,17,Cardiff,Flash flooding,Rainfall,T,1,MET,1,,,1,,1,,,,1,,,1,0
1882,M1709,2013,October,22,Central and Southern Scotland,Flooding,Heavy Rainfall,T,1,MET,1,,,0,,1,,,,,,,,0
1883,M1710,2013,November,0,0,0,0,0,0,MET,,,,0,,,,,,,1,,,0
1884,M1711,2013,December,5,"Northern Scotland, North Wales, North Sea coasts","There was flooding and widespread transport disruption with Scotland's rail network shut down, two fatalities and many thousands of homes without power. Coastal flooding damaged properties and led to evacuations in north Wales, while high tides coincided with the strong winds to create a highly damaging storm surge for North Sea coasts. Thousands of homes were evacuated and several cliff-top properties collapsed into the sea due to coastal erosion.","Heavy Rainfall, High Tides and strong winds",T\C,1,MET,,,1,1,1,1,,1,,,1,1,,0
1885,M1712,2013,December,14,Scotland,Further flooding,Heavy Rainfall,T,1,MET,1,,,0,,,,,,,1,,,0
1886,M1713,2013,December,18,Scotland and Northern Ireland,Distruption and flooding,Major storm,T,1,MET,1,,,0,,,,,,1,1,,,0
1887,M1714,2013,December,23,Dorset and Surrey,"Power cuts for over 10,000 homes",Strong winds and heavy rainfall,T,1,MET,,,1,0,,,,,,,,1,1,0
1888,M1715,2013,December,29,"Wales, Dumfires and Galloway",Flooded railways in Wales and severe flooding in Dumfries and Galloway,Stormy weather and strong winds,T,1,MET,,1,,0,,1,,,,,1,,,0
